point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean
RJP_0083,2016-01-19,24,2454.02,2879.23,0.8523181545065868,6.71,20.64,12.959166666666668,58.46625,2.268333333333333
RJP_0083,2016-01-20,24,3404.3,3955.6,0.8606279704722418,5.93,22.71,13.279583333333337,36.017916666666665,2.45
RJP_0083,2016-01-21,24,4281.38,4732.85,0.9046092734821513,6.91,23.49,15.125,19.66333333333333,1.3841666666666663
RJP_0083,2016-01-22,24,4775.13,4838.249999999999,0.9869539606262596,6.73,24.42,14.022083333333333,19.675416666666667,2.5491666666666664
RJP_0083,2016-01-23,24,4766.35,4839.23,0.9849397528119144,7.26,25.33,15.789166666666668,18.97208333333333,1.6770833333333333
RJP_0083,2016-01-24,24,4720.31,4796.74,0.984066261669384,5.98,26.29,15.170833333333334,20.08625,2.5391666666666666
RJP_0083,2016-01-25,24,4723.360000000001,4776.95,0.9887815447094904,4.99,24.94,14.824583333333337,20.6425,2.2975
RJP_0083,2016-01-26,24,4440.610000000001,4639.48,0.9571352824023384,6.44,26.79,15.790416666666667,23.880416666666665,2.5416666666666665
RJP_0083,2016-01-27,24,4545.03,4555.65,0.9976688288169636,8.75,27.69,17.27208333333333,25.55708333333333,2.6958333333333333
RJP_0083,2016-01-28,24,4334.56,4341.65,0.9983669802955096,10.48,28.68,20.203333333333333,25.465416666666663,1.79375
RJP_0083,2016-01-29,24,4534.040000000001,4547.3,0.9970839839025356,12.22,30.86,21.24708333333333,33.69708333333333,2.592916666666667
RJP_0083,2016-01-30,24,4650.05,4701.03,0.9891555680350904,12.9,29.82,20.714166666666667,47.42,3.107083333333333
RJP_0083,2016-01-31,24,4377.469999999999,4518.03,0.9688890954686,13.18,28.81,20.48875,37.17041666666667,3.0941666666666663
RJP_0083,2016-02-01,24,4028.18,4208.59,0.9571329114976748,10.16,26.76,18.470416666666665,26.82916666666667,2.3808333333333334
RJP_0083,2016-02-02,24,4736.85,4757.07,0.995749484451564,8.01,25.99,16.56,20.691666666666663,2.311666666666667
RJP_0083,2016-02-03,24,5332.34,5364.56,0.9939939156240216,7.2,25.84,15.455833333333333,18.54083333333333,2.734166666666667
RJP_0083,2016-02-04,24,5309.959999999999,5345.63,0.9933272598365392,8.9,26.88,16.524583333333336,16.773749999999996,1.9125
RJP_0083,2016-02-05,24,5317.43,5336.18,0.9964862504638148,7.32,26.91,16.6275,17.68708333333333,2.4975
RJP_0083,2016-02-06,24,4840.16,4872.51,0.9933607114197816,7.51,28.91,18.09708333333333,21.39583333333333,3.2670833333333333
RJP_0083,2016-02-07,24,4915.860000000001,4927.93,0.9975506957282269,9.87,26.61,17.05458333333333,22.8925,4.126666666666666
RJP_0083,2016-02-08,24,4384.96,4422.83,0.9914376089517344,9.07,26.06,16.7975,27.22,1.9508333333333336
RJP_0083,2016-02-09,24,4877.01,4909.59,0.9933640079925208,9.07,26.93,18.091666666666665,26.255,1.56125
RJP_0083,2016-02-10,24,4955.78,4976.09,0.9959184821817932,10.19,27.73,18.44666666666667,21.12708333333333,1.9491666666666667
RJP_0083,2016-02-11,24,5226.710000000001,5238.630000000001,0.9977245959344332,8.52,28.13,17.185833333333335,15.628750000000002,3.71625
RJP_0083,2016-02-12,24,5303.93,5343.37,0.9926188903257682,7.66,27.79,17.91,15.594583333333333,2.813333333333333
RJP_0083,2016-02-13,24,5190.29,5197.66,0.9985820542320968,9.27,27.26,16.984166666666667,21.9225,3.1495833333333336
RJP_0083,2016-02-14,24,5177.04,5203.55,0.9949054011203888,8.9,26.7,17.1375,23.15166666666667,2.5591666666666666
RJP_0083,2016-02-15,24,4806.51,4999.009999999999,0.9614923754903472,8.65,26.65,17.623749999999998,21.956666666666667,3.2425
RJP_0083,2016-02-16,24,4394.9400000000005,4423.53,0.9935368359658464,11.73,27.15,18.95625,23.30125,3.9066666666666654
RJP_0083,2016-02-17,24,3210.51,3998.6100000000006,0.8029065100122292,13.86,27.98,21.10375,29.60625,3.9691666666666654
RJP_0083,2016-02-18,24,3526.04,4630.61,0.7614633925120017,16.53,31.96,23.26,35.2225,3.7525
RJP_0083,2016-02-19,24,3657.07,4923.210000000001,0.7428222643356671,16.72,33.97,25.476250000000004,34.01416666666667,2.4762500000000003
RJP_0083,2016-02-20,24,4190.85,5097.200000000001,0.8221866907321667,14.19,29.92,21.879583333333333,49.5125,3.4912500000000004
RJP_0083,2016-02-21,24,5914.77,5937.17,0.9962271587305062,11.54,30.8,19.840416666666663,28.085416666666664,3.7175
RJP_0083,2016-02-22,24,6163.68,6187.539999999999,0.996143863312399,11.12,31.86,20.570833333333336,17.329166666666666,3.3295833333333333
RJP_0083,2016-02-23,24,6181.74,6212.07,0.9951175695058168,12.76,32.64,21.38458333333333,15.000416666666666,3.200416666666667
RJP_0083,2016-02-24,24,6031.43,6167.1,0.9780010053347602,13.01,32.94,23.097916666666663,12.331666666666669,1.66875
RJP_0083,2016-02-25,24,6083.91,6123.33,0.9935623263812338,12.24,32.14,22.10375,13.367083333333332,2.0041666666666664
RJP_0083,2016-02-26,24,5931.32,5952.67,0.9964133741665504,13.69,32.18,21.762916666666666,15.167083333333332,2.62375
RJP_0083,2016-02-27,24,5859.84,5861.75,0.9996741587409904,13.26,32.22,23.465416666666663,14.2025,1.3595833333333334
RJP_0083,2016-02-28,24,5819.939999999999,5840.58,0.9964661043937416,13.7,32.91,22.297500000000003,16.129583333333333,2.3404166666666666
RJP_0083,2016-02-29,24,5921.68,5926.18,0.9992406575568072,13.82,33.19,23.04041666666667,17.854583333333334,2.357083333333333
RJP_0083,2016-03-01,24,5802.290000000001,5839.55,0.9936193713556696,13.94,34.63,24.549166666666668,19.155416666666664,2.37125
RJP_0083,2016-03-02,24,5703.08,5759.59,0.9901885377257756,17.0,35.64,26.35333333333333,19.703333333333333,2.8541666666666665
RJP_0083,2016-03-03,24,5453.18,5511.42,0.9894328503362112,18.64,35.42,27.22791666666667,27.78916666666667,2.60375
RJP_0083,2016-03-04,24,5451.950000000001,5833.610000000001,0.9345756744108707,18.17,36.01,27.47083333333333,23.97125,2.0275
RJP_0083,2016-03-05,24,5140.94,5800.07,0.8863582680898678,16.78,33.92,25.4475,31.72375,2.9
RJP_0083,2016-03-06,24,6033.66,6168.74,0.9781024974305936,16.12,32.54,23.7225,33.98,3.3625000000000003
RJP_0083,2016-03-07,24,5443.76,5760.4,0.9450315950281232,15.79,31.1,23.63125,36.211666666666666,2.934166666666666
RJP_0083,2016-03-08,24,5925.67,5950.349999999999,0.9958523448200528,15.61,32.07,23.558333333333334,30.08333333333333,2.8295833333333333
RJP_0083,2016-03-09,24,6016.41,6080.17,0.9895134511041632,16.11,33.07,24.53916666666667,29.463749999999997,2.4879166666666666
RJP_0083,2016-03-10,24,5942.1,6064.01,0.9798961413322208,16.66,34.69,26.58125,28.847916666666663,2.330833333333333
RJP_0083,2016-03-11,24,5906.67,6285.8,0.9396846861179166,20.7,35.33,26.730416666666667,33.025,3.279166666666667
RJP_0083,2016-03-12,24,6022.01,6205.06,0.9704998823540788,17.66,34.88,26.1425,32.763333333333335,4.345416666666666
RJP_0083,2016-03-13,24,5206.74,6478.68,0.8036729704199003,17.62,31.92,24.75791666666667,29.661666666666665,2.7724999999999995
RJP_0083,2016-03-14,24,5950.42,6595.09,0.9022500072023276,16.93,32.07,24.312916666666663,30.504166666666663,1.8666666666666665
RJP_0083,2016-03-15,24,5316.7,6253.41,0.8502081264462109,15.35,30.64,23.48375,29.586250000000003,1.9479166666666667
RJP_0083,2016-03-16,24,6208.780000000001,6567.299999999999,0.9454083108735708,14.63,32.31,24.18541666666667,20.84625,1.9183333333333328
RJP_0083,2016-03-17,24,5370.33,6387.31,0.840781173921416,17.85,34.66,26.507500000000004,30.241250000000004,3.5725
RJP_0083,2016-03-18,24,5987.5,6399.21,0.9356623708238986,21.01,35.1,28.14375,36.348333333333336,2.26375
RJP_0083,2016-03-19,24,6356.32,6553.290000000001,0.9699433414361336,19.14,36.55,27.557916666666667,26.257500000000004,3.38875
RJP_0083,2016-03-20,24,6777.620000000001,6790.1,0.9981620300142856,17.32,36.59,26.4975,22.011666666666667,3.39125
RJP_0083,2016-03-21,24,6779.34,6783.43,0.9993970601893142,16.76,35.44,25.90375,22.742916666666662,3.9370833333333337
RJP_0083,2016-03-22,24,7401.290000000001,7416.69,0.997923602038106,16.21,34.79,24.48125,15.94625,4.342083333333333
RJP_0083,2016-03-23,24,7316.559999999999,7320.01,0.9995286891684572,15.86,38.06,27.83458333333333,11.35375,2.8037499999999995
RJP_0083,2016-03-24,24,7150.74,7184.84,0.9952538957026182,19.49,39.58,28.83,10.519583333333332,2.8016666666666663
RJP_0083,2016-03-25,24,5867.34,6728.13,0.8720610333034587,19.08,38.47,28.8875,14.43875,3.356666666666667
RJP_0083,2016-03-26,24,4422.08,5886.07,0.751278866884016,20.86,36.03,27.55333333333333,26.39708333333333,4.669583333333334
RJP_0083,2016-03-27,24,6829.74,6858.81,0.9957616554475192,16.92,35.79,25.83458333333333,17.307083333333335,3.8554166666666663
RJP_0083,2016-03-28,24,7151.3,7199.57,0.9932954329216884,16.51,36.43,26.980416666666667,15.389583333333334,2.83625
RJP_0083,2016-03-29,24,7134.13,7191.379999999999,0.9920390801209228,19.46,37.61,28.33791666666667,16.047083333333333,2.26375
RJP_0083,2016-03-30,24,6290.13,7064.629999999999,0.890369347014635,19.03,39.03,30.374166666666667,15.084166666666668,2.120416666666667
RJP_0083,2016-03-31,24,6687.71,7011.370000000001,0.953837837683648,21.44,39.92,30.645,12.802916666666668,2.8375
RJP_0083,2016-04-01,24,6997.49,7003.4,0.9991561241682612,22.06,40.87,31.91333333333333,17.97,2.9112500000000003
RJP_0083,2016-04-02,24,6722.77,6906.09,0.9734553126298672,23.38,42.15,33.99625,22.75958333333333,2.5275
RJP_0083,2016-04-03,24,5792.85,6811.66,0.8504314660449876,23.97,42.04,32.95375,19.362916666666667,4.3116666666666665
RJP_0083,2016-04-04,24,6295.56,6676.39,0.9429586947437162,22.69,37.81,29.7275,25.524999999999995,3.5675000000000003
RJP_0083,2016-04-05,24,6968.91,7184.65,0.9699720932822058,22.43,39.32,31.088750000000005,21.366666666666664,3.205
RJP_0083,2016-04-06,24,6431.68,7138.05,0.9010416009974712,23.23,38.94,30.778333333333336,21.550833333333333,4.8075
RJP_0083,2016-04-07,24,6990.67,7393.99,0.9454529962848206,21.85,37.16,29.67,22.486666666666668,3.745
RJP_0083,2016-04-08,24,7537.18,7556.6,0.9974300611386072,20.84,38.36,30.47458333333333,17.951666666666664,1.9587499999999995
RJP_0083,2016-04-09,24,7193.09,7458.21,0.9644525965345572,20.23,38.62,30.16416666666667,16.97625,3.0404166666666668
RJP_0083,2016-04-10,24,6443.6900000000005,7214.78,0.8931235602471594,22.26,37.95,30.169166666666666,20.514166666666668,2.9475
RJP_0083,2016-04-11,24,7443.985000000001,7535.834999999999,0.987811569653529,21.57,37.06,29.66125,23.624166666666667,4.942916666666666
RJP_0083,2016-04-12,24,7673.185,7681.799999999999,0.9988785180556642,21.17,36.51,28.51833333333333,21.655,5.2245833333333325
RJP_0083,2016-04-13,24,7917.389999999999,7921.79,0.99944456997724,20.73,39.83,31.232916666666668,17.45875,4.912083333333333
RJP_0083,2016-04-14,24,7434.559999999999,7460.269999999999,0.9965537440333928,22.86,41.47,33.0975,17.542916666666667,4.986666666666667
RJP_0083,2016-04-15,24,7320.33,7532.84,0.9717888605094492,25.15,41.9,33.265,18.32208333333333,4.4870833333333335
RJP_0083,2016-04-16,24,7412.21,7686.525,0.9643122217126724,24.88,42.75,34.29125,19.32333333333333,4.710416666666666
RJP_0083,2016-04-17,24,6054.665,6907.955,0.8764771918751643,25.82,39.35,32.90875,28.11208333333333,4.877916666666667
RJP_0083,2016-04-18,24,7172.57,7293.135,0.983468700359996,24.87,38.86,31.31708333333333,20.714583333333334,4.076666666666667
RJP_0083,2016-04-19,24,7062.150000000001,7541.19,0.9364768690352584,25.14,38.24,31.64166666666667,24.969583333333333,4.015833333333334
RJP_0083,2016-04-20,24,7188.11,7791.585,0.922547851303682,24.55,39.31,31.33875,19.67,4.30125
RJP_0083,2016-04-21,24,7862.705,7878.425,0.9980046773308116,23.87,40.75,32.405,17.906666666666666,4.16
RJP_0083,2016-04-22,24,7709.345,7723.115,0.9982170406629968,22.81,40.22,32.14875,17.50208333333333,5.795833333333333
RJP_0083,2016-04-23,24,8106.21,8154.934999999999,0.9940250903287396,21.67,38.79,29.769166666666663,6.899583333333332,4.135833333333333
RJP_0083,2016-04-24,24,7741.15,7847.120000000001,0.9864956824924302,21.34,39.88,31.17125,10.45125,2.8433333333333333
RJP_0083,2016-04-25,24,7202.935,7527.865,0.9568363672834196,22.77,40.67,32.806666666666665,12.994583333333331,2.249166666666667
RJP_0083,2016-04-26,24,6306.065,7064.4400000000005,0.8926489573129646,24.82,40.21,33.124583333333334,15.006666666666668,2.51125
RJP_0083,2016-04-27,24,6818.87,7537.549999999999,0.9046533688002072,24.58,41.78,32.97875,11.802083333333334,3.320833333333333
RJP_0083,2016-04-28,24,7440.59,7585.97,0.9808356742776468,24.03,42.21,33.55458333333333,10.4675,2.702916666666667
RJP_0083,2016-04-29,24,7434.1,7725.63,0.9622645661259988,24.63,43.25,34.15083333333333,10.844583333333333,2.7770833333333336
RJP_0083,2016-04-30,24,7838.92,7864.665,0.996726497568555,24.27,43.85,34.1925,9.761666666666668,3.44375
RJP_0083,2016-05-01,24,7494.045,7686.355,0.9749803385349752,25.16,44.08,35.10041666666667,12.924583333333333,4.51
RJP_0083,2016-05-02,24,5773.145,7391.04,0.7811004946529853,26.94,44.26,35.63375,17.60125,3.821250000000001
RJP_0083,2016-05-03,24,7199.889999999999,7272.889999999999,0.9899627245840374,26.76,42.09,34.03791666666667,18.402916666666663,4.053333333333334
RJP_0083,2016-05-04,24,7633.754999999999,7730.405,0.9874974208983875,26.69,41.74,34.171666666666674,19.644583333333333,5.1875
RJP_0083,2016-05-05,24,6928.799999999999,7436.360000000001,0.931746176892996,26.15,39.86,33.69875,24.919583333333332,1.82875
RJP_0083,2016-05-06,24,6947.799999999999,7506.155000000001,0.925613713012854,25.5,38.27,32.39125000000001,28.675,2.189583333333333
RJP_0083,2016-05-07,24,7094.264999999999,7354.955,0.9645558674390258,25.29,40.37,33.36958333333333,24.594583333333333,2.2279166666666668
RJP_0083,2016-05-08,24,7054.59,7543.865,0.9351426622825304,27.52,43.15,35.89791666666667,19.11208333333333,2.7025
RJP_0083,2016-05-09,24,7237.3,7527.120000000001,0.9614965617659874,27.92,44.01,36.0925,21.190416666666668,3.45
RJP_0083,2016-05-10,24,6144.639999999999,7333.5,0.8378864116724619,27.95,43.3,36.22833333333333,20.3025,4.0125
RJP_0083,2016-05-11,24,6992.08,7637.46,0.915498084441686,28.62,43.48,36.10916666666667,18.84625,3.1133333333333333
RJP_0083,2016-05-12,24,7472.28,7749.085,0.9642790084248656,28.27,43.49,35.87083333333333,18.64708333333333,5.6066666666666665
RJP_0083,2016-05-13,24,7637.005,7815.889999999999,0.9771126512783572,28.38,44.19,36.43833333333333,18.09583333333333,5.361666666666667
RJP_0083,2016-05-14,24,6529.724999999999,7566.52,0.8629759783890083,30.23,44.35,37.58958333333334,20.0,4.760833333333333
RJP_0083,2016-05-15,24,6469.845,7509.7,0.861531752267068,30.66,45.0,38.51583333333334,18.824166666666667,4.422916666666667
RJP_0083,2016-05-16,24,5121.605,7529.955,0.68016409128607,31.66,44.2,38.08,19.4775,3.3000000000000003
RJP_0083,2016-05-17,24,8071.99,8099.855,0.9965598149596504,29.48,45.45,37.77333333333333,15.786666666666669,4.575
RJP_0083,2016-05-18,24,8171.42,8200.345000000001,0.99647270937991,29.08,46.92,38.2925,13.650833333333331,3.936666666666666
RJP_0083,2016-05-19,24,7920.259999999999,8092.255000000001,0.97874572662379,29.1,47.46,38.62083333333333,13.621249999999998,3.0125000000000006
RJP_0083,2016-05-20,24,7685.405,7948.22,0.966934106001092,30.19,47.46,39.11208333333334,14.84083333333333,5.083333333333334
RJP_0083,2016-05-21,24,7581.49,7695.344999999999,0.9852046919273926,31.4,45.99,38.6125,23.23708333333333,7.3625
RJP_0083,2016-05-22,24,7763.37,7889.24,0.9840453579812504,30.51,45.9,38.32291666666666,29.274583333333336,7.355833333333334
RJP_0083,2016-05-23,24,7703.715,7753.285,0.9936065809524608,30.04,43.02,36.69208333333333,32.810833333333335,5.2283333333333335
RJP_0083,2016-05-24,24,7077.735000000001,7176.465,0.9862425302708228,30.76,41.67,35.94625,29.760416666666668,6.897916666666666
RJP_0083,2016-05-25,24,6934.445,7150.615,0.9697690338523328,30.29,42.5,36.305416666666666,30.10375,8.645416666666668
RJP_0083,2016-05-26,24,7479.905000000001,7496.905000000001,0.997732397569397,29.89,42.68,36.36708333333333,31.597916666666663,8.377083333333333
RJP_0083,2016-05-27,24,7651.225,7690.79,0.9948555349970548,30.36,42.38,36.04958333333334,34.20208333333333,6.89875
RJP_0083,2016-05-28,24,7630.48,7710.285,0.9896495395436096,30.71,41.65,35.86166666666667,33.03541666666667,6.845833333333334
RJP_0083,2016-05-29,24,7500.3,7589.48,0.9882495243415887,30.22,42.05,36.25958333333333,31.89625,4.982916666666667
RJP_0083,2016-05-30,24,6943.32,7424.37,0.9352066235923048,28.41,41.29,35.06666666666667,33.250416666666666,2.6579166666666665
RJP_0083,2016-05-31,24,7484.450000000001,7513.630000000001,0.9961163911451588,28.21,42.33,35.34875,29.386666666666667,4.635000000000001
RJP_0083,2016-06-01,24,7623.51,7719.08,0.9876189908641962,28.4,43.01,36.110416666666666,25.72375000000001,4.988333333333333
RJP_0083,2016-06-02,24,7223.29,7665.42,0.9423214905380266,30.12,43.76,37.19875,24.77208333333333,4.205000000000001
RJP_0083,2016-06-03,24,7605.700000000001,7804.684999999999,0.974504416257671,30.57,44.19,37.314166666666665,21.820833333333336,5.05375
RJP_0083,2016-06-04,24,7938.235000000001,7953.25,0.9981120925407851,29.81,45.21,37.795,15.818333333333332,5.082083333333333
RJP_0083,2016-06-05,24,8204.475,8235.165,0.9962732987135048,29.27,45.84,37.9225,12.231249999999998,4.1675
RJP_0083,2016-06-06,24,7811.95,8086.049999999999,0.9661021141348372,29.52,46.36,38.25416666666667,12.976666666666668,2.4220833333333336
RJP_0083,2016-06-07,24,7704.245,8054.059999999999,0.9565666260246386,30.48,46.1,38.52916666666667,15.099583333333332,3.401666666666666
RJP_0083,2016-06-08,24,7455.575,7712.33,0.9667085044338092,30.01,46.46,38.63,16.65625,3.672083333333333
RJP_0083,2016-06-09,24,7766.71,7796.445,0.9961860822464598,30.09,44.48,37.8425,23.95208333333333,4.935
RJP_0083,2016-06-10,24,7454.69,7696.709999999999,0.968555395747014,31.23,44.58,37.73708333333334,28.444583333333338,5.555416666666666
RJP_0083,2016-06-11,24,6799.64,7202.99,0.9440024212167448,31.26,43.8,37.63999999999999,32.12875,4.2491666666666665
RJP_0083,2016-06-12,24,6615.155000000001,6851.304999999999,0.9655321139549328,31.05,40.51,35.32833333333333,43.13125,4.132916666666667
RJP_0083,2016-06-13,24,6507.165,6740.875,0.965329426817735,30.1,40.23,35.086666666666666,39.817083333333336,5.5225
RJP_0083,2016-06-14,24,6786.24,7154.389999999999,0.9485420839512524,30.04,39.89,34.82958333333334,40.02666666666666,5.901666666666666
RJP_0083,2016-06-15,24,7234.655,7316.985,0.9887480977479112,30.36,41.49,35.37291666666667,36.35166666666667,5.5512500000000005
RJP_0083,2016-06-16,24,6961.93,7112.17,0.9788756455484052,30.31,41.52,36.39083333333333,32.23708333333333,3.2412500000000004
RJP_0083,2016-06-17,24,6507.935,6895.83,0.94374933836826,31.57,43.17,37.37875,30.01666666666667,3.974166666666666
RJP_0083,2016-06-18,24,5646.48,6615.68,0.8534995646706006,31.4,42.88,37.35833333333333,30.015,3.461666666666668
RJP_0083,2016-06-19,24,6234.235,6989.435,0.8919512092179124,31.25,42.25,36.66708333333333,37.66958333333333,3.5245833333333336
RJP_0083,2016-06-20,24,6554.52,6935.44,0.9450763037384796,28.24,37.88,33.69958333333333,55.94041666666666,2.898333333333333
RJP_0083,2016-06-21,24,5465.79,6344.385,0.8615161280407794,28.19,36.76,32.07958333333333,63.42916666666667,2.6166666666666667
RJP_0083,2016-06-22,24,5749.9400000000005,7139.945000000001,0.8053199289350268,27.63,36.7,32.01416666666667,59.47541666666666,2.1437500000000003
RJP_0083,2016-06-23,24,5907.9400000000005,6865.435,0.8605339647087186,27.78,39.04,33.625416666666666,52.195,4.4504166666666665
RJP_0083,2016-06-24,24,5085.469999999999,6730.355,0.7556020447658407,28.09,39.59,33.95208333333334,51.87125,4.930416666666667
RJP_0083,2016-06-25,24,5485.139999999999,6568.37,0.8350838944821927,28.06,40.61,34.34,53.5375,3.42375
RJP_0083,2016-06-26,24,5852.174999999999,6837.360000000001,0.8559114921548666,28.18,39.58,33.9225,55.3975,1.9270833333333333
RJP_0083,2016-06-27,24,5174.220000000001,6817.895,0.7589175251305573,29.02,38.33,33.67124999999999,57.65375,1.91125
RJP_0083,2016-06-28,24,5533.7,6537.77,0.8464201096092397,29.0,38.2,33.34458333333333,58.59416666666666,2.32625
RJP_0083,2016-06-29,24,6603.58,7151.300000000001,0.9234097296994952,28.85,39.18,34.180416666666666,56.33583333333333,3.185416666666667
RJP_0083,2016-06-30,24,6258.565,7177.74,0.8719408894721736,29.36,41.29,35.38833333333333,50.58416666666667,2.9370833333333337
RJP_0083,2016-07-01,24,3394.465,7129.6,0.476108757854578,28.06,35.99,32.32416666666666,68.77583333333332,3.6004166666666677
RJP_0083,2016-07-02,24,5451.905000000001,7209.51,0.7562102001384283,26.93,36.28,31.36833333333333,68.30916666666667,3.339583333333333
RJP_0083,2016-07-03,24,3677.435,7117.615,0.5166667486229587,26.99,35.8,31.401666666666667,68.06541666666668,2.084583333333333
RJP_0083,2016-07-04,24,6457.18,7182.785,0.8989799917441494,27.41,35.89,31.52375,65.07291666666667,4.767916666666667
RJP_0083,2016-07-05,24,6705.280000000001,6983.275,0.9601913142472552,27.51,39.15,33.07333333333333,56.3575,5.955000000000001
RJP_0083,2016-07-06,24,6250.67,6631.460000000001,0.9425782557687143,28.19,39.73,33.84583333333333,55.60708333333334,4.45375
RJP_0083,2016-07-07,24,6176.725,6718.02,0.9194264083762776,27.48,38.46,32.98458333333333,54.04999999999999,5.161666666666667
RJP_0083,2016-07-08,24,5686.514999999999,6546.094999999999,0.8686881262798661,27.64,37.78,32.725833333333334,61.18416666666667,4.260416666666667
RJP_0083,2016-07-09,24,5984.22,6646.139999999999,0.9004053480666975,27.37,37.75,32.00791666666667,62.01250000000001,2.6620833333333334
RJP_0083,2016-07-10,24,5702.87,6674.21,0.8544636743524702,26.75,36.99,31.72666666666667,65.46333333333332,3.5354166666666664
RJP_0083,2016-07-11,24,4105.49,6596.679999999999,0.6223570038261671,26.96,36.58,31.717916666666667,63.34125,1.7970833333333331
RJP_0083,2016-07-12,24,2651.165,6467.35,0.4099306516579433,26.96,34.92,30.65416666666667,71.24125,2.51
RJP_0083,2016-07-13,24,4524.965,6965.825,0.6495949869541655,27.11,34.13,30.867500000000003,71.98125,1.6762500000000002
RJP_0083,2016-07-14,24,4072.925,6520.59,0.624625225631423,26.31,33.83,29.840416666666663,73.67916666666667,3.7883333333333336
RJP_0083,2016-07-15,24,1495.025,6595.87,0.2266607740904536,25.32,32.61,28.83833333333333,78.49541666666666,3.98625
RJP_0083,2016-07-16,24,1049.405,6154.125,0.1705205857859565,24.53,30.22,27.2175,84.63333333333334,4.2275
RJP_0083,2016-07-17,24,3569.12,6757.77,0.5281505585422409,24.3,32.44,27.95458333333333,79.07166666666667,4.86
RJP_0083,2016-07-18,24,6232.62,7024.01,0.8873307412717236,24.24,33.38,28.79625,75.58666666666666,4.639166666666667
RJP_0083,2016-07-19,24,6311.860000000001,7137.725,0.8842957665082362,24.64,33.95,29.07875,72.86416666666666,4.47875
RJP_0083,2016-07-20,24,6742.695,6940.915,0.9714418055832696,25.04,35.19,30.113333333333333,70.24,4.281666666666667
RJP_0083,2016-07-21,24,7091.58,7239.075000000001,0.9796251592917602,25.08,36.37,30.21375,68.83625,3.8204166666666666
RJP_0083,2016-07-22,24,6789.35,6884.845,0.9861296804793718,25.15,36.43,30.435,69.13916666666667,3.56375
RJP_0083,2016-07-23,24,5668.9400000000005,6536.4,0.8672878036839852,25.33,35.18,30.050416666666663,68.87666666666667,1.94125
RJP_0083,2016-07-24,24,4660.65,6640.01,0.7019040633974948,25.12,33.97,29.265833333333333,74.42041666666667,2.18375
RJP_0083,2016-07-25,24,5733.63,6522.9,0.8790001379754404,25.25,33.72,29.751666666666665,73.96083333333333,1.752916666666667
RJP_0083,2016-07-26,24,4377.225,6868.594999999999,0.6372809868684935,26.08,31.75,28.45,83.36125,1.49625
RJP_0083,2016-07-27,24,4072.145,6928.535,0.5877353581962131,24.54,29.43,27.1175,87.78166666666665,1.96625
RJP_0083,2016-07-28,24,2393.315,6801.27,0.351892367160839,24.27,29.86,26.961666666666662,80.65083333333332,1.09
RJP_0083,2016-07-29,24,3610.78,6953.035,0.519309912865389,24.38,32.02,28.13583333333333,82.67625,2.21125
